#|Network Id|Vault Name|Vault Address|Strategy Address|Strategy Name|Display Name|Audit|Code Review|Complexity|Longevity|Protocol Safety|Team Knowledge|Testing|Decimal Risk Score|Status|Current TVL|Available TVL|Current Amount|Available Amount
146|1|Curve 3Crv Factory yVault|0xAbD64D5AB5A4b129df4f6f37A8d461c2510b5503|0xe5B3b12B6c93B725484736628A22dBcd130574D7|StrategyCurveBoostedFactory-3Crv|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
147|1|Curve cvxFXS Factory yVault|0xe80Cc7b2b69f32999766c1a0035ab77E8fb5B99C|0xEDaD1292557233B1f3615125425CF93Fd7dedD51|StrategyCurveBoostedFactory-cvxFXSFXS-f|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
148|1|Curve Paxos Factory yVault|0x91aE8fEaBe09182Fe5F91Fc273040b7D8F7aeFE7|0x81350FB6E709d64f3b30677251711bD079B6a6f4|StrategyCurveBoostedFactory-pax-usdp3CRV-f|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
149|1|Curve CTR-ETH Factory yVault|0x2Ab6578239eD541Ef7cC7D11a45D740cE9F0a1F4|0x3a208E0aD8CA9B1C8e97a67d7b0bB40dCA704A69|StrategyCurveBoostedFactory-CTRETH-f|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
150|1|Curve PAL-ETH Factory yVault|0x1C97e67Dc7ca179aE82E0c4AFF4Af9ff66612A43|0xEf64Aee095722aDd25dc27E28537474D1e5E3B21|StrategyCurveBoostedFactory-PALETH-f|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
151|1|Curve clevCVX Factory yVault|0xc869206adAfD3D874dB22e8BbA662E05F6257613|0xB69Db6620313fAcdf17227f366010678f8f2487c|StrategyCurveBoostedFactory-clevCVX-f|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
152|1|Curve LDO-ETH Factory yVault|0x708c42E0236fe8f5916C5638a462Ee83DA99d07b|0x0b2bF26D93233d9547bAc9aEb7f0dF588DBcF0A4|StrategyCurveBoostedFactory-LDOETH-f|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
153|1|Curve Compound Factory yVault|0xAE6eD98B1Bd9aAdd3185160324e0e011159B61D3|0x6DA63D9A58D9b44a68373512C13Ac0EB74f3365E|StrategyCurveBoostedFactory-cDAI+cUSDC|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
154|1|Curve OHM-ETH Factory yVault|0xE510E87d0eF7d987Ed1baF8E1D7Aaef5b9e3db42|0xF7c1b9Cbea4Eebb7A8dddE791494092a439cb9E7|StrategyCurveBoostedFactory-OHMETH-f|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
155|1|Curve cvxCRVv2 Factory yVault|0xa8eF50905352aCD611F53640b001E48F2eA31d63|0xf60A966029CCf2758Ed103B0Da4B35366C29F16d|StrategyCurveBoostedFactory-cvxcrv-crv-f|Curve Boost|5|2|2|2|2|1|3|5437982755|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
156|1|Curve oETH Factory yVault|0x79F4a9ed7a6196c67a2D6BCE8eC55E9F18802018|0xba687079661FEDa03AB38BAc2044EC004Eb3B3dF|StrategyCurveBoostedFactory-OETHCRV-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
157|1|Curve rETH-frxETH Factory yVault|0x8072B1d66389a1AA039e21Aac35A92464005baF5|0x5Cf3ec1727b4d871484Aa0Ac6daf3a27A02C843a|StrategyCurveBoostedFactory-rETHfrxETH-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
158|1|Balancer DOLA-USDC Factory yVault|0xd6A528faAd34Fe51c6F181acF43C1E20db4f84aC|0xe5ce88822978306Be57b102a1A2aE47d1143c04e|StrategyAuraFactory-DOLA-USDC BSP|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
159|1|Balancer rETH Factory yVault|0xcE71767158421482C39E72f209A7A8ef3A0c669d|0x4bF43882ebfa3e8f43CE238634aBFbD2aCe4e45A|StrategyAuraFactory-B-rETH-STABLE|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
160|1|Curve alUSD-FRAXBP Factory yVault|0x507c6dE33f50c0505F77F598c0B3CA7b5fEB3D68|0x0c0DD541Ab77eCA5fB06702883886744bFD3a03e|StrategyConvexFraxFactory-alUSDFRAXB3CRV-f|Convex Frax Reinvest|5|2|2|3|2|1|3|5438015523|Green|569736.99|49430263.01|104644.57|49737491.49
161|1|Curve alUSD-FRAXBP Factory yVault|0x507c6dE33f50c0505F77F598c0B3CA7b5fEB3D68|0x7CB6706A6c4F2a0c2F86C58d45954dF73FA4f7D0|StrategyCurveBoostedFactory-alUSDFRAXB3CRV-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
162|1|Curve USDT-crvUSD Factory yVault|0x241AdD131B9aaa7527132b752252b99420937ADc|0xB458c556ded7b59B12f3FEa188B01AD06F30c7f3|StrategyCurveBoostedFactory-crvUSDUSDT-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
163|1|Curve USDC-crvUSD Factory yVault|0x7cA00559B978CFde81297849be6151d3ccB408A9|0x567343912E422782ad0287F254F9e2390aF6740a|StrategyCurveBoostedFactory-crvUSDUSDC-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
164|1|LP Yearn CRV Vault v2|0x6E9455D109202b426169F0d8f01A3332DAE160f3|0x9004D433d710194A033C15041BACd134fc9ba50F|StrategyCurveBoostedFactory-yCRV-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
165|1|Balancer stETH Factory yVault|0xC8BE5E2aE51c3F75FcfBD900505Ec63Ce7dE320c|0xbcf42b0b250fB683439eAb4265821DEA8697d3a4|StrategyAuraFactory-B-stETH-STABLE|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
166|1|Curve USDP-crvUSD Factory yVault|0xF56fB6cc29F0666BDD1662FEaAE2A3C935ee3469|0xa53b7011064f5ba55301A566197fD0129b525519|StrategyCurveBoostedFactory-crvUSDUSDP-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
167|1|Curve frxETH Factory yVault|0xdADbB5472474E612A6fA9d82d3395DEA5829a52a|0x6D0c603D47561e77AEdB841879555B71be664d8a|StrategyCurveBoostedFactory-frxETHCRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
168|1|Curve frxETH Factory yVault|0xdADbB5472474E612A6fA9d82d3395DEA5829a52a|0x0f9B5978f5451faa7b04ceFfBE9c8e2805afFca7|StrategyConvexFraxFactory-frxETHCRV|Convex Frax Reinvest|5|2|2|3|2|1|3|5438015523|Green|569736.99|49430263.01|104644.57|49737491.49
169|1|Curve StaFi rETH Factory yVault|0x77e829FFF18C14AD9bb88963acB0010A0506de88|0x16C9FfBc43778C4eC614693c59abab0585a47d94|StrategyCurveBoostedFactory-rCRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
170|1|Balancer stafiETH Factory yVault|0xAA4f7562D3C25Bd2fCB8FEd615182667C0A7086C|0xd31eBd8DB3Bc5eD1f994d022dB6eF7d51773eB9f|StrategyAuraFactory-B-staFiETH-WETH-Stable|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
171|1|Curve hyUSD-eUSD Factory yVault|0x6a7A0481e476827857704B87bdeE7922D058cbE4|0x8dCf2FF7F2ab5fC16eF51cc04D6f65F2535745A2|StrategyCurveBoostedFactory-hyUSDeUSD-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
172|1|Curve alETH-frxETH Factory yVault|0x150F76e1339A918BaA38338ED9bd695Bd0924Bcf|0x7A399ddea6EF670a74F2Fbe5a3A66BeA9CF82576|StrategyCurveBoostedFactory-alfrxETH-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
173|1|Curve ankrETH-frxETH Factory yVault|0xc688c419f2407670463068CE540528B9a710AE7F|0xD292399F713B1B2c0C90D1554F2b4f107A448E53|StrategyCurveBoostedFactory-ankrfrxETH-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
174|1|Balancer wstETH-rETH-sfrxETH Factory yVault|0x9894acf19de6F00D4056DbFDDF2dd7444F993D87|0xf21C28e71B3E96E2f71066868133AFfE39094762|StrategyAuraFactory-wstETH-rETH-sfrxETH-BPT|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
175|1|Curve ETH+ Factory yVault|0x849dC56ceCa7Cf55AbF5ec87910DA21c5C7dA581|0xdBCAa49BbeeEdFd63a12908956c6e3a8B07C3FBa|StrategyCurveBoostedFactory-ETH+ETH-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
176|1|Curve TriCryptoUSDT Factory yVault|0x7845Ebf66c9575Fc5f5A0dBb9a34a706Ad997a3f|0x9dcE9929A4e9b77EBb7b4b7f8151208a3595482F|StrategyCurveBoostedFactory-crvUSDTWBTCWETH|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
177|1|Balancer auraBAL Factory yVault|0x20F6A2ec303dF7120eAe3346dE5aD877f80Beb64|0x4D7dA893fDED3B84102c5BF209D2fd2550Cfb1F4|StrategyAuraFactory-B-auraBAL-STABLE|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
178|1|Curve stETHv2 Factory yVault|0x5F208d3a8b13062adE45a33Ca9Bc8de64D520CB9|0xcfE19203647FD98B96b692b3Dee0aFD4E1Fc0EDD|StrategyCurveBoostedFactory-stETH-ng-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
179|1|Curve stETH-frxETH Factory yVault|0x03eaE26089A8c28DDC4c81d65bEfE014C793A60d|0xE4bF7a8F2a387cF1ad4Bce20DC560623501e0612|StrategyCurveBoostedFactory-st-frxETH-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
180|1|Curve RSR-FRAXBP Factory yVault|0x8Aa95B71D8e0e1C7949bd84223E0C7911D85171C|0xea05C573aa00E7E67F72b9aB4c7574b25f586007|StrategyCurveBoostedFactory-RSRcrvFRAX-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
181|1|Curve RSR-FRAXBP Factory yVault|0x8Aa95B71D8e0e1C7949bd84223E0C7911D85171C|0x28b1b24b6A5Ab0A36Eac49A210332692157181Ec|StrategyConvexFraxFactory-RSRcrvFRAX-f|Convex Frax Reinvest|5|2|2|3|2|1|3|5438015523|Green|569736.99|49430263.01|104644.57|49737491.49
182|1|AAVE yVault|0x75A3f32ba5e60A094729257EE44841F9552baFb9|0xE0E9D26dB389058478249E9f759Bc300802b3319|Aave Staking Aave Token||5|1|4|1|1|2|2|5406491714|Green|1180.01|49998819.99|1168.36|44401756.57
183|1|AAVE yVault|0x75A3f32ba5e60A094729257EE44841F9552baFb9|0x95af2ac977fef08a84e407a037b52C504B427c85|StrategyLenderYieldOptimiser|Aave Lender Optimizer|4|3|3|1|2|3|3|4398811235|Yellow|55469019.43|-45469019.43|12736538.65|-27331.54
184|1|Balancer bb-a-USD Factory yVault|0x883A777f2594004419fc08b388D7d3bdC1c0D6c1|0x1860cb132Ee168da59f1Af7577FEcF62e771ba87|StrategyAuraFactory-bb-a-USD|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
185|1|Curve TriCryptoUSDC Factory yVault|0xaA379c2aA72529d5ec0da8A41e2F41ED7Fe4b48C|0xF36c83f6bF4CF656172F6DbC1220AF6785362f0f|StrategyCurveBoostedFactory-crvUSDCWBTCWETH|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
186|1|Balancer cbETH-wstETH Factory yVault|0xc325849908D482550b87f96ef60271B95f92C861|0x02B348d77434C602E89e6aB4d93F2dc6577AeEA3|StrategyAuraFactory-B-cbETH-wstETH-Stable|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
187|1|Curve cbETH-frxETH Factory yVault|0x6c6371E15499FedCdadEE06ADc5b55680b3d0785|0x7CC632a16D5C3Cc3b0fD30626BFB5D01Df2a737A|StrategyCurveBoostedFactory-cbETHfrxET-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
188|1|Balancer USDC-DAI-USDT Factory yVault|0x1bb04fCBC210bAA384531079ed7f59d9149309ba|0x2eb648F654B6DB98f777D6C71c0FedB961cf278e|StrategyAuraFactory-USDC-DAI-USDT|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
189|1|Curve dETH Factory yVault|0xcd68c3fC3e94C5AcC10366556b836855D96bfa93|0xA7fe81248B259106d4714616aEB721010F5b85A4|StrategyCurveBoostedFactory-dETHfrxETH-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
190|1|Curve STBT Factory yVault|0xe8b96C38a0b370eAfb11D9b8Df4131415423577a|0x0E43f8c08a8661456F90D44Bda171c46a632c3D4|StrategyCurveBoostedFactory-STBT3CRV-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
191|1|Curve FRAX-crvUSD Factory yVault|0x8176b059BD8f63aeB7e20282b12D243b4626E2AE|0x1492011cf0523F61d02AC541C3d1958756C8A383|StrategyCurveBoostedFactory-crvUSDFRAX-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
192|1|Yearn LQTY|0x0DAa35A1735152EDb928239c1712883Dd8Eb976f|0x478085739EA884F38Add4D36872aCd8333b5D4D6|StrategyLQTYStaker|Liquity Fee Claim and Reinvest|4|3|1|3|4|4|3|4396781699|Green|177056.01|9822943.99|192561.45|10683174.57
193|1|Curve TriCryptoLLAMA Factory yVault|0xE2CaD35CFD1A9B5acD557558f44B096ef8340C1B|0xDe2b8a0cBa4F6996B526a4bc784532D7Aeba4E33|StrategyCurveBoostedFactory-crvCRVUSDTBTCWSTETH|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
194|1|Curve VEUR-agEUR Factory yVault|0x3e720ba935Bf137d45a3c98938DB1f4C8517298E|0x9FFFdea09E0D26EF0bCBD58e730fC5ad0A4A2C66|StrategyCurveBoostedFactory-agEUR-VEUR-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
195|1|Balancer GHO-LUSD Factory yVault|0xfb9A680825f29972629b2295E050f74CB2f4992b|0xe77E7027FFb55287B3579BBEDF4225b78cb600b8|StrategyAuraFactory-GHO/LUSD|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
196|1|Balancer GHO-bb-a-USD Factory yVault|0x4cb5483D87028518c5F35a49c151612a062bfCD0|0xa6F84Ed655c7ae8D23F497BE3546D254e26DB778|StrategyAuraFactory-GHO/bb-a-USD|Aura Reinvest|4|3|3|3|4|3|3|4398878819|Green|0.00|10000000.00|0.00|74392584.55
197|1|Curve TUSD-crvUSD Factory yVault|0x445F62Ee351E57cACBF3161F66562Ff2B1261db4|0xE3d14f97BEab10Aa5D0b3C58231De3b2aC908A90|StrategyCurveBoostedFactory-crvUSDTUSD-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
198|1|Curve sUSD-crvUSD Factory yVault|0xB512D68A3194ba294A5b8146FA9beCd6a5Fea137|0x8a6bD845E58eDaaA7C2285701013D1B0004D98FD|StrategyCurveBoostedFactory-crvUSDSUSD-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
199|1|Curve pUSD-FRAXBP Factory yVault|0x01B01C4A1F4C522aD341A9da5eaA48aF207ab3Ec|0xef0FCad90cDCa97825BAcF8A237b370c19E480d7|StrategyCurveBoostedFactory-pUSDFRAXBP3CRV-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
200|1|Curve HBTC Factory yVault|0x2E2b268cbC86917D2809CE2715A19E58a210FceE|0x410b1f201942184A2ACd37fab606Bfb44852409C|StrategyCurveBoostedFactory-hCRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
201|1|Curve EURT-USD Factory yVault|0xCA31DcB9D30e70BF709B41e3935c3f7cdBC6D255|0x6229E83696fB52E4bE37d4ca8c06cbe2570177C7|StrategyCurveBoostedFactory-crvEURTUSD|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
202|1|Curve BUSD Factory yVault|0x2a82DcdcBfB88e92021B8BcC3DA22703a2E4459c|0x73946Af671Fd049d040918C929EC9d806BCa288d|StrategyCurveBoostedFactory-BUSD3CRV-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
203|1|Curve TriCryptoINV Factory yVault|0x6949145469362F9eeaB3c96Ea41b51D9B4cC2b21|0x95Bd6CC6D027542b56036094BfC411F8085DFee2|StrategyCurveBoostedFactory-crvUSDCWETHINV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
204|1|Curve EURS Factory yVault|0xD6A4180c819324A9E432CA07C689EcBF00088cd6|0x8aaD3F849fe9E572125264267179245C52Eab55B|StrategyCurveBoostedFactory-eursCRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
205|1|Curve TriCRV Factory yVault|0x3f34A7eF4f17528CbFFb7817060941BCdaC924fa|0xc3715E4A6EB545D8A1d82e7E5b727831c0058bE6|StrategyCurveBoostedFactory-crvUSDETHCRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
206|1|Curve ankrETH Factory yVault|0x774B4Cbc2703cE83fB3b828b7C782d1CD983b04A|0x74f22d7dBCB25e16266B1f5eDb2c583653C44aF1|StrategyCurveBoostedFactory-ankrCRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
207|1|Curve mUSD Factory yVault|0x944d749017053e0D37ec206c9898716A21e0B2E2|0xec55dA47c5991d545DfE3A7c2F782925d09DB57e|StrategyCurveBoostedFactory-musd3CRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
208|1|Curve GUSD Factory yVault|0x63bD3Bbb6c5cb6E457C3f3cbb2D8aa2536E319F1|0xAE1f339621Ecf6d2AEBeAa1dDFA6FF16841dd63b|StrategyCurveBoostedFactory-gusd3CRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
209|1|Curve DUSD Factory yVault|0x65346970F0f66CCAd8a5bfc3a03C96836C1897bE|0xeca7358714459402d0aFB16F96617cB855ba7030|StrategyCurveBoostedFactory-dusd3CRV|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
210|1|Curve ETHx-WETH Factory yVault|0xbf91b696a35b539b1142e2f921A2A88BB019506a|0xF22C55E4110D85943272FCD038add5BbdeDfE2E3|StrategyCurveBoostedFactory-ETHxWETH-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
211|1|Curve sdYFIv2 Factory yVault|0x93cF0b02D0A2B61551d107378AFf60CEAe40c342|0x94062C6aB70821b4Bc30Cd686503a5069aFb6B1d|StrategyCurveBoostedFactory-sdYFIpool-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
212|1|Curve sdCRVv2 Factory yVault|0xa669d6C2Df33F41940c2646A9BF3031e2524d515|0x671d552131130D61d8efE7f1b36569838199E829|StrategyCurveBoostedFactory-sdCRVlp-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
213|1|Curve DOLA-crvUSD Factory yVault|0xfb5137Aa9e079DB4b7C2929229caf503d0f6DA96|0x44fbF9B2dCE6890B75dc988bd1e204e87DceBD93|StrategyCurveBoostedFactory-crvUSDDOLA-f|Curve Boost|5|2|2|3|2|1|3|5438015523|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
214|1|Curve MIM-crvUSD Factory yVault|0xC2ADaD1Bd59a1DA3D35bd86cDb555694372f488F|0xf74ea2b82b21744cD2bFF978ac52A9D635018d39|StrategyCurveBoostedFactory-crvUSDMIM-f|Curve Boost|5|2|2|4|2|1|3|5438048291|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
215|1|Curve msETH Factory yVault|0xAD2f9A55518Dba12E8AB069502820923351667C5|0x650994aB0F9AC7fda4d9655F606A3E8eBd402858|StrategyCurveBoostedFactory-msETHWETH-f|Curve Boost|5|2|2|4|2|1|3|5438048291|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
216|1|Curve wBETH Factory yVault|0xd6627F7dE81eB517A32F0F81537Ea2636B27B8CC|0x3af191Da32aB4691e5d06e8cd14dBbEF94728233|StrategyCurveBoostedFactory-ETHwBETHCRV|Curve Boost|5|2|2|4|2|1|3|5438048291|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
217|1|Curve yETH-f Factory yVault|0x58900d761Ae3765B75DDFc235c1536B527F25d8F|0x0a94d79e811793141a04106Fa797fB6d61163102|StrategyCurveBoostedFactory-yETH-f|Curve Boost|5|5|5|5|5|5|5|5541893285|Green|0.00|0.00|0.00|0.00
218|1|Curve LUSD-crvUSD Factory yVault|0xe2277cC76f806925DC6c9a5E4E5933605f43c3c4|0x426De3b5193045B40d594731E3ed763882CfaC2D|StrategyCurveBoostedFactory-LUSDcrvUSD-f|Curve Boost|5|5|5|5|5|5|5|5541893285|Green|0.00|0.00|0.00|0.00
219|1|Curve GUSD-crvUSD Factory yVault|0xF5f33812c93C5f2Ae2F28c041eEb393212439502|0xE47E864e4eEdC4d63703a2ab3a8a8F5E17516726|StrategyCurveBoostedFactory-crvUSDGUSD-f|Curve Boost|5|2|2|4|2|1|3|5438048291|Yellow|86218646.88|-36218646.88|465080410.76|-6352473.53
220|1|Curve JPEG-pETH Factory yVault|0x30B801F933e676Cb25892D1838FDCC00A1dde4cf|0xc2bCd0067aEb71f377983242Cc37cAEf62CCBC24|StrategyCurveBoostedFactory-JPEGpETH-f|Curve Boost|5|5|5|5|5|5|5|5541893285|Green|0.00|0.00|0.00|0.00
